Category,Year,Labels,Feature,Usage
251-500,2024_25,culture and diversity,Talent_1-on-1,1
251-500,2024_25,digital automation - improve operational cost efficiency,Talent_1-on-1,0
251-500,2024_25,drive data based decisions - people analytics,Talent_1-on-1,0
251-500,2024_25,employee growth and leadership development,Talent_1-on-1,0
251-500,2024_25,employee privacy and confidentiality control,Talent_1-on-1,0
251-500,2024_25,employee satisfaction,Talent_1-on-1,0
251-500,2024_25,enhance employee communication & engagement,Talent_1-on-1,0
251-500,2024_25,enhance employee experience,Talent_1-on-1,0
251-500,2024_25,ensure data integrity - system of record - single source of truth,Talent_1-on-1,0
251-500,2024_25,improve employee wellbeing and employee safety,Talent_1-on-1,0
251-500,2024_25,"improve talent acquisition (quality of hiring, time to hire, etc)",Talent_1-on-1,0
251-500,2024_25,improve talent retention,Talent_1-on-1,1
251-500,2024_25,increase hr productivity & efficiency,Talent_1-on-1,0
251-500,2024_25,learning & development programs,Talent_1-on-1,1
251-500,2024_25,managing a global multinational business,Talent_1-on-1,0
251-500,2024_25,performance management & optimization,Talent_1-on-1,0
251-500,2024_25,reduce legal compliance risks (ciso),Talent_1-on-1,0
251-500,2024_25,smart & effective workforce planning,Talent_1-on-1,0
251-500,2024_25,smart compensation management,Talent_1-on-1,0
251-500,2024_25,support company growth and scale up,Talent_1-on-1,0
251-500,2024_25,user-friendly platform,Talent_1-on-1,0
151-250,2021_and_less,autonomy and independence boost,WFP_comments,0
151-250,2021_and_less,culture and diversity,WFP_comments,0
151-250,2021_and_less,digital automation - improve operational cost efficiency,WFP_comments,0
151-250,2021_and_less,drive data based decisions - people analytics,WFP_comments,0
151-250,2021_and_less,employee growth and leadership development,WFP_comments,0
151-250,2021_and_less,employee privacy and confidentiality control,WFP_comments,0
151-250,2021_and_less,employee satisfaction,WFP_comments,0
151-250,2021_and_less,enhance employee communication & engagement,WFP_comments,0
151-250,2021_and_less,enhance employee experience,WFP_comments,0
151-250,2021_and_less,ensure data integrity - system of record - single source of truth,WFP_comments,0
151-250,2021_and_less,improve employee wellbeing and employee safety,WFP_comments,0
151-250,2021_and_less,"improve talent acquisition (quality of hiring, time to hire, etc)",WFP_comments,0
151-250,2021_and_less,improve talent retention,WFP_comments,0
151-250,2021_and_less,increase hr productivity & efficiency,WFP_comments,0
151-250,2021_and_less,learning & development programs,WFP_comments,0
151-250,2021_and_less,managing a global multinational business,WFP_comments,0
151-250,2021_and_less,performance management & optimization,WFP_comments,0
151-250,2021_and_less,reduce legal compliance risks (ciso),WFP_comments,0
151-250,2021_and_less,smart & effective workforce planning,WFP_comments,0
151-250,2021_and_less,smart compensation management,WFP_comments,0
151-250,2021_and_less,support company growth and scale up,WFP_comments,0
151-250,2021_and_less,user-friendly platform,WFP_comments,0
151-250,2022,autonomy and independence boost,WFP_comments,0
151-250,2022,culture and diversity,WFP_comments,0
151-250,2022,digital automation - improve operational cost efficiency,WFP_comments,0
151-250,2022,drive data based decisions - people analytics,WFP_comments,0
151-250,2022,employee growth and leadership development,WFP_comments,0
151-250,2022,employee privacy and confidentiality control,WFP_comments,0
151-250,2022,employee satisfaction,WFP_comments,0
151-250,2022,enhance employee communication & engagement,WFP_comments,0
151-250,2022,enhance employee experience,WFP_comments,0
151-250,2022,ensure data integrity - system of record - single source of truth,WFP_comments,0
151-250,2022,improve employee wellbeing and employee safety,WFP_comments,0
151-250,2022,"improve talent acquisition (quality of hiring, time to hire, etc)",WFP_comments,0
151-250,2022,improve talent retention,WFP_comments,0
151-250,2022,increase hr productivity & efficiency,WFP_comments,0
151-250,2022,learning & development programs,WFP_comments,0
151-250,2022,managing a global multinational business,WFP_comments,0
151-250,2022,performance management & optimization,WFP_comments,0
151-250,2022,reduce legal compliance risks (ciso),WFP_comments,0
151-250,2022,smart & effective workforce planning,WFP_comments,0
151-250,2022,smart compensation management,WFP_comments,0
151-250,2022,support company growth and scale up,WFP_comments,0
151-250,2022,user-friendly platform,WFP_comments,0
151-250,2023,autonomy and independence boost,WFP_comments,0
151-250,2023,culture and diversity,WFP_comments,0
151-250,2023,digital automation - improve operational cost efficiency,WFP_comments,0
151-250,2023,drive data based decisions - people analytics,WFP_comments,0
151-250,2023,employee growth and leadership development,WFP_comments,0
151-250,2023,employee privacy and confidentiality control,WFP_comments,0
151-250,2023,employee satisfaction,WFP_comments,0
151-250,2023,enhance employee communication & engagement,WFP_comments,0
151-250,2023,enhance employee experience,WFP_comments,0
151-250,2023,ensure data integrity - system of record - single source of truth,WFP_comments,0
151-250,2023,improve employee wellbeing and employee safety,WFP_comments,0
151-250,2023,"improve talent acquisition (quality of hiring, time to hire, etc)",WFP_comments,0
151-250,2023,improve talent retention,WFP_comments,0
151-250,2023,increase hr productivity & efficiency,WFP_comments,0
151-250,2023,learning & development programs,WFP_comments,0
151-250,2023,managing a global multinational business,WFP_comments,0
151-250,2023,performance management & optimization,WFP_comments,0
151-250,2023,reduce legal compliance risks (ciso),WFP_comments,0
151-250,2023,smart & effective workforce planning,WFP_comments,0
151-250,2023,smart compensation management,WFP_comments,0
151-250,2023,support company growth and scale up,WFP_comments,0
151-250,2023,user-friendly platform,WFP_comments,0
151-250,2024_25,autonomy and independence boost,WFP_comments,0
151-250,2024_25,culture and diversity,WFP_comments,0
151-250,2024_25,digital automation - improve operational cost efficiency,WFP_comments,0
151-250,2024_25,drive data based decisions - people analytics,WFP_comments,0
151-250,2024_25,employee growth and leadership development,WFP_comments,0
151-250,2024_25,employee privacy and confidentiality control,WFP_comments,0
151-250,2024_25,employee satisfaction,WFP_comments,0
151-250,2024_25,enhance employee communication & engagement,WFP_comments,0
151-250,2024_25,enhance employee experience,WFP_comments,0
151-250,2024_25,ensure data integrity - system of record - single source of truth,WFP_comments,0
151-250,2024_25,improve employee wellbeing and employee safety,WFP_comments,0
151-250,2024_25,"improve talent acquisition (quality of hiring, time to hire, etc)",WFP_comments,0
151-250,2024_25,improve talent retention,WFP_comments,0
151-250,2024_25,increase hr productivity & efficiency,WFP_comments,0
151-250,2024_25,learning & development programs,WFP_comments,0
151-250,2024_25,managing a global multinational business,WFP_comments,0
151-250,2024_25,performance management & optimization,WFP_comments,0
151-250,2024_25,reduce legal compliance risks (ciso),WFP_comments,0
151-250,2024_25,smart & effective workforce planning,WFP_comments,0
151-250,2024_25,smart compensation management,WFP_comments,0
151-250,2024_25,support company growth and scale up,WFP_comments,0
151-250,2024_25,user-friendly platform,WFP_comments,0
251-500,2021_and_less,autonomy and independence boost,WFP_comments,0
251-500,2021_and_less,culture and diversity,WFP_comments,0
251-500,2021_and_less,digital automation - improve operational cost efficiency,WFP_comments,0
251-500,2021_and_less,drive data based decisions - people analytics,WFP_comments,0
251-500,2021_and_less,employee growth and leadership development,WFP_comments,0
251-500,2021_and_less,employee privacy and confidentiality control,WFP_comments,0
251-500,2021_and_less,employee satisfaction,WFP_comments,0
251-500,2021_and_less,enhance employee communication & engagement,WFP_comments,0
251-500,2021_and_less,enhance employee experience,WFP_comments,0
251-500,2021_and_less,ensure data integrity - system of record - single source of truth,WFP_comments,0
251-500,2021_and_less,improve employee wellbeing and employee safety,WFP_comments,0
251-500,2021_and_less,"improve talent acquisition (quality of hiring, time to hire, etc)",WFP_comments,0
251-500,2021_and_less,improve talent retention,WFP_comments,0
251-500,2021_and_less,increase hr productivity & efficiency,WFP_comments,0
251-500,2021_and_less,learning & development programs,WFP_comments,0
251-500,2021_and_less,managing a global multinational business,WFP_comments,0
251-500,2021_and_less,performance management & optimization,WFP_comments,0
251-500,2021_and_less,reduce legal compliance risks (ciso),WFP_comments,0
251-500,2021_and_less,smart & effective workforce planning,WFP_comments,0
251-500,2021_and_less,smart compensation management,WFP_comments,0
251-500,2021_and_less,support company growth and scale up,WFP_comments,0
251-500,2021_and_less,user-friendly platform,WFP_comments,0
251-500,2022,autonomy and independence boost,WFP_comments,0
251-500,2022,culture and diversity,WFP_comments,0
251-500,2022,digital automation - improve operational cost efficiency,WFP_comments,0
251-500,2022,drive data based decisions - people analytics,WFP_comments,0
251-500,2022,employee growth and leadership development,WFP_comments,0
251-500,2022,employee privacy and confidentiality control,WFP_comments,0
251-500,2022,employee satisfaction,WFP_comments,0
251-500,2022,enhance employee communication & engagement,WFP_comments,0
251-500,2022,enhance employee experience,WFP_comments,0
251-500,2022,ensure data integrity - system of record - single source of truth,WFP_comments,0
251-500,2022,improve employee wellbeing and employee safety,WFP_comments,0
251-500,2022,"improve talent acquisition (quality of hiring, time to hire, etc)",WFP_comments,0
251-500,2022,improve talent retention,WFP_comments,0
251-500,2022,increase hr productivity & efficiency,WFP_comments,0
251-500,2022,learning & development programs,WFP_comments,0
251-500,2022,managing a global multinational business,WFP_comments,0
251-500,2022,performance management & optimization,WFP_comments,0
251-500,2022,reduce legal compliance risks (ciso),WFP_comments,0
251-500,2022,smart & effective workforce planning,WFP_comments,0
251-500,2022,smart compensation management,WFP_comments,0
251-500,2022,support company growth and scale up,WFP_comments,0
251-500,2022,user-friendly platform,WFP_comments,0
251-500,2023,autonomy and independence boost,WFP_comments,0
251-500,2023,culture and diversity,WFP_comments,0
251-500,2023,digital automation - improve operational cost efficiency,WFP_comments,0
251-500,2023,drive data based decisions - people analytics,WFP_comments,0
251-500,2023,employee growth and leadership development,WFP_comments,0
251-500,2023,employee privacy and confidentiality control,WFP_comments,0
251-500,2023,employee satisfaction,WFP_comments,0
251-500,2023,enhance employee communication & engagement,WFP_comments,0
251-500,2023,enhance employee experience,WFP_comments,0
251-500,2023,ensure data integrity - system of record - single source of truth,WFP_comments,0
251-500,2023,improve employee wellbeing and employee safety,WFP_comments,0
251-500,2023,"improve talent acquisition (quality of hiring, time to hire, etc)",WFP_comments,0
251-500,2023,improve talent retention,WFP_comments,0
251-500,2023,increase hr productivity & efficiency,WFP_comments,0
251-500,2023,learning & development programs,WFP_comments,0
251-500,2023,managing a global multinational business,WFP_comments,0
